shortID,siteID,basin,state,siteName,siteUse,destinationCode,destinationFlag,dataSource,usbrID,usgsID,cdssID,wyseoID,utdwrID,nmoseID,historicalRecord,decLat,decLong,dest_decLat,dest_decLong,notes,startDate,endDate,no_fill_years
409,div_0409_irrigation,cms,co,cms_co_mcdonough_ditch,irrigation,129,,CDSS,,,2800636,,,,,38.197415,-106.839181,,,,,,
410,div_0410_irrigation,cms,co,cms_co_mcelroy_no_1_ditch,irrigation,122,,CDSS,,,5000612,,,,,40.04867,-106.384058,,,,,,
411,div_0411_irrigation,cms,co,cms_co_mcelroy_no_2_ditch,irrigation,122,,CDSS,,,5000613,,,,,40.045833,-106.393731,,,,,,
412,div_0412_irrigation,cms,co,cms_co_mcewen_ditch,irrigation,113,,CDSS,,,7100567,,,,,37.751584,-108.231095,,,,,,
413,div_0413_irrigation,cms,co,cms_co_mcglashan_s_side_mill_cr,irrigation,101,,CDSS,,,5900631,,,,,38.698339,-107.038388,,,,,,
414,div_0414_irrigation,cms,co,cms_co_mcgowan_irrigating_d,irrigation,102,,CDSS,,,2800638,,,,,38.481203,-106.682506,,,,,,
415,div_0415_irrigation,cms,co,cms_co_mckay_ditch,irrigation,75,,CDSS,,,3600734,,,,,39.671486,-106.089539,,,,,,
416,div_0416_irrigation,cms,co,cms_co_mckenzie_wildcat_ditch,irrigation,93,,CDSS,,,3800890,,,,,39.198134,-106.986398,,,,,,
417,div_0417_irrigation,cms,co,cms_co_mckinley_ditch,irrigation,105,,CDSS,,,6200672,,,,,38.353491,-107.48499,,,,,,
418,div_0418_irrigation,cms,co,cms_co_mckown_ditch,irrigation,93,,CDSS,,,3800893,,,,,39.403599,-107.315362,,,,,,
419,div_0419_irrigation,cms,co,cms_co_mcmahon_ditch,irrigation,122,,CDSS,,,5000617,,,,,40.160824,-106.559212,,,,,,
420,div_0420_irrigation,cms,co,cms_co_means_bros_no_12_ditch,irrigation,102,,CDSS,,,2800649,,,,,38.475077,-106.40407,,,,,,
421,div_0421_irrigation,cms,co,cms_co_means_bros_no_13_ditch,irrigation,102,,CDSS,,,2800642,,,,,38.468748,-106.409495,,,,,,
422,div_0422_irrigation,cms,co,cms_co_means_bros_no_5_ditch,irrigation,102,,CDSS,,,2800646,,,,,38.389019,-106.393966,,,,,,
423,div_0423_irrigation,cms,co,cms_co_means_bros_no_8_ditch,irrigation,102,,CDSS,,,2800650,,,,,38.486526,-106.421593,,,,,,
424,div_0424_irrigation,cms,co,cms_co_meek_diversion_tunnel,irrigation,107,,CDSS,,,4000576,,,,,38.544421,-107.539037,,,,,,
425,div_0425_irrigation,cms,co,cms_co_mesa_creek_ditch,irrigation,131,,CDSS,,,7200784,,,,,39.086794,-108.127125,,,,,,
426,div_0426_irrigation,cms,co,cms_co_mesa_ditch,irrigation,129,,CDSS,,,2800651,,,,,38.13568,-106.760216,,,,,,
427,div_0427_municipal,cms,co,cms_co_metcalf_ditch,municipal,N/A,,CDSS,,,3700708,,,,,39.626482,-106.50701,,,,,,
428,div_0428_irrigation,cms,co,cms_co_middle_elk_creek_ditch,irrigation,115,,CDSS,,,6000689,,,,,37.897208,-108.021249,,,,,,
429,div_0429_irrigation,cms,co,cms_co_midkiff_&_arnold_d,irrigation,107,,CDSS,,,4000932,,,,,38.87863,-107.784827,,,,,,
430,div_0430_municipal,cms,co,cms_co_midland_flume_ditch,municipal,N/A,,CDSS,,,3800869,,,,,39.161926,-106.847075,,,,,,
431,div_0431_irrigation,cms,co,cms_co_miller_ditch,irrigation,129,,CDSS,,,2800652,,,,,38.16915,-106.86605,,,,,,
432,div_0432_irrigation,cms,co,cms_co_mineota_ditch,irrigation,98,,CDSS,,,4500693,,,,,39.50986,-107.608458,,,,,,
433,div_0433_irrigation,cms,co,cms_co_minnesota_canal,irrigation,107,,CDSS,,,4001020,,,,,38.86388,-107.535881,,,,,,
434,div_0434_irrigation,cms,co,cms_co_minnie_b_no_2_ditch,irrigation,105,,CDSS,,,6200687,,,,,38.066499,-107.06472,,,,,,
435,div_0435_irrigation,cms,co,cms_co_missouri_ditch,irrigation,122,,CDSS,,,5000606,,,,,40.21368,-106.311426,,,,,,
436,div_0436_interbasin,cms,co,cms_co_moffat_water_tunnel,interbasin,N/A,-1,CDSS,,,5104655,,,,,39.887243,-105.761211,,,"This is a large tunnel that is fed by numerous smaller diversions and exports water across continental divide and out of UCOL. This site provides a record of total exports. Many diversions feed this structure, but time series records are limited. Those structures can be found in ""ucrb_diversions_no_records.csv"". Also see cms_co_fraser_river_diversion_project_vasquez_creek",,,
437,div_0437_hydropower,cms,co,cms_co_molina_power_plant,hydropower,1526,,CDSS,,,7200807,,,,,39.105339,-107.904943,39.19715,-108.048579,"Water is sourced from Bonham Branch and Cottonwood Pipelines that head on two high elevation reservoirs upstream of both the Upper and Lower Molina Powerplants. Water from the upper plant appears to be used at the lower plant after passing through Molina Equalizing Reservoir. Once used, water appears to enter Ute Pipeline after passing through the plant.",,,
438,div_0438_irrigation,cms,co,cms_co_monarch_ditch,irrigation,93,,CDSS,,,3800879,,,,,39.469511,-107.06835,,,,,,
439,div_0439_irrigation,cms,co,cms_co_monitor_ditch,irrigation,107,,CDSS,,,4001183,,,,,38.85959,-107.621184,,,,,,
440,div_0440_irrigation,cms,co,cms_co_monson_&_mcconnell_d,irrigation,102,,CDSS,,,2800654,,,,,38.439444,-106.587619,,,,,,
441,div_0441_irrigation,cms,co,cms_co_montrose_&_delta_canal,irrigation,110,,CDSS,,,4100545,,,,,38.392596,-107.823758,,,,,,
442,div_0442_irrigation,cms,co,cms_co_moody_ditch,irrigation,108,,CDSS,,,6800668,,,,,38.104968,-107.72167,,,,,,
443,div_0443_irrigation,cms,co,cms_co_moody_no1_ditch,irrigation,108,,CDSS,,,6800669,,,,,38.116098,-107.728549,,,,,,
444,div_0444_irrigation,cms,co,cms_co_moran_ditch,irrigation,102,,CDSS,,,2800655,,,,,38.449209,-106.758263,,,,,,
445,div_0445_irrigation,cms,co,cms_co_mormon_mesa_ditch,irrigation,131,,CDSS,,,7200799,,,,,39.133747,-107.998636,,,,,,
446,div_0446_irrigation,cms,co,cms_co_morrison_ditch,irrigation,108,,CDSS,,,6800671,,,,,38.099392,-107.718122,,,,,,
447,div_0447_intrabasin,cms,co,cms_co_morton_ditch,intrabasin,1730,,CDSS,,,4000808,,,,,38.843909,-107.89584,38.834278,-107.933479,diverted water stored in offstream reservoir (Fruit Growers Reservoir) prior to application on irrigated lands,,,
448,div_0448_irrigation,cms,co,cms_co_mount_sopris_ditch,irrigation,93,,CDSS,,,3800880,,,,,39.298207,-107.111757,,,,,,
449,div_0449_irrigation,cms,co,cms_co_mountain_meadows_ditch,irrigation,93,,CDSS,,,3800881,,,,,39.467108,-107.062607,,,,,,
450,div_0450_irrigation,cms,co,cms_co_multa_trina_ditch,irrigation,98,,CDSS,,,4500704,,,,,39.459302,-107.625268,,,,,,
451,div_0451_irrigation,cms,co,cms_co_murray_and_yule_ditch,irrigation,98,,CDSS,,,4500705,,,,,39.49166,-107.502471,,,,,,
452,div_0452_irrigation,cms,co,cms_co_musgrave_ditch,irrigation,122,,CDSS,,,5100810,,,,,40.136518,-106.20093,,,,,,
453,div_0453_irrigation,cms,co,cms_co_naturita_canal,irrigation,116,,CDSS,,,6000707,,,,,37.889898,-108.153487,,,diverted water stored in offstream reservoir (likely Gurley Reservoir) prior to application to irrigated lands,,,
454,div_0454_irrigation,cms,co,cms_co_needham_ditch,irrigation,93,,CDSS,,,3800902,,,,,39.460049,-107.100637,,,,,,
455,div_0455_irrigation,cms,co,cms_co_needle_creek_ditch,irrigation,102,,CDSS,,,2800658,,,,,38.394271,-106.549851,,,,,,
456,div_0456_irrigation,cms,co,cms_co_needle_rock_ditch,irrigation,107,,CDSS,,,4000501,,,,,38.727774,-107.530714,,,,,,
457,div_0457_irrigation,cms,co,cms_co_neilson_south_ditch,irrigation,126,,CDSS,,,3700723,,,,,39.642215,-106.826987,,,,,,
458,div_0458_irrigation,cms,co,cms_co_new_erie_canal,irrigation,131,,CDSS,,,7200616,,,,,39.207735,-107.762355,,,,,,
459,div_0459_irrigation,cms,co,cms_co_new_hobo_ditch,irrigation,98,,CDSS,,,7000571,,,,,39.488921,-108.353183,,,,,,
460,div_0460_irrigation,cms,co,cms_co_norman_ditch,irrigation,102,,CDSS,,,2800660,,,,,38.414558,-106.763825,,,,,,
461,div_0461_irrigation,cms,co,cms_co_north_delta_canal,irrigation,107,,CDSS,,,4000891,,,,,38.771339,-107.90136,,,,,,
462,div_0462_irrigation,cms,co,cms_co_north_fork_farmers_d,irrigation,107,,CDSS,,,4001185,,,,,38.898036,-107.568006,,,,,,
463,div_0463_irrigation,cms,co,cms_co_northside_ditch,irrigation,129,,CDSS,,,2800661,,,,,38.198381,-106.843681,,,,,,
464,div_0464_irrigation,cms,co,cms_co_nottingham_pump,irrigation,127,,CDSS,,,5200731,,,,,39.78287,-106.999073,,,,,,
465,div_0465_industrial,cms,co,cms_co_nucla_power_plant_ditch,industrial,116,,CDSS,,,6000723,,,,,38.239062,-108.508299,,,coal fired power plant,,,
466,div_0466_irrigation,cms,co,cms_co_ofallon_no_3_ditch,irrigation,102,,CDSS,,,2800662,,,,,38.476769,-106.763357,,,,,,
467,div_0467_irrigation,cms,co,cms_co_ofallon_no_4_ditch,irrigation,102,,CDSS,,,2800663,,,,,38.481763,-106.764488,,,,,,
468,div_0468_irrigation,cms,co,cms_co_ohio_creek_no_2_ditch,irrigation,101,,CDSS,,,5900644,,,,,38.737068,-107.036751,,,,,,
469,div_0469_irrigation,cms,co,cms_co_old_agency_ditch,irrigation,109;110,,CDSS,,,6800681,,,,,38.286763,-107.763796,,,,,,
470,div_0470_irrigation,cms,co,cms_co_oneill_and_holland_ditch,irrigation,126,,CDSS,,,3700743,,,,,39.664024,-106.644613,,,,,,
471,div_0471_irrigation,cms,co,cms_co_orchard_ranch_ditch,irrigation,107,,CDSS,,,4000774,,,,,38.84623,-107.962395,,,,,,
472,div_0472_irrigation,cms,co,cms_co_ostrander_ditch,irrigation,82,,CDSS,,,5100826,,,,,40.078565,-105.916627,,,,,,
473,div_0473_irrigation,cms,co,cms_co_otis_moore_ditch,irrigation,101,,CDSS,,,5900645,,,,,38.632694,-106.944855,,,,,,
474,div_0474_irrigation,cms,co,cms_co_ouray_ditch,irrigation,110,,CDSS,,,4100549,,,,,38.337072,-107.782203,,,,,,
475,div_0475_irrigation,cms,co,cms_co_overland_ditch_cow_creek,irrigation,107,,CDSS,,,4000585,,,,,39.09117,-107.637475,,,,,,
476,div_0476_irrigation,cms,co,cms_co_overland_ditch_leroux_creek,irrigation,107,,CDSS,,,4000944,,,,,38.923352,-107.794603,,,,,,
477,div_0477_irrigation,cms,co,cms_co_owen_no_1_ditch,irrigation,102,,CDSS,,,2800667,,,,,38.412874,-106.515133,,,,,,
478,div_0478_irrigation,cms,co,cms_co_owen_redden_ditch,irrigation,102,,CDSS,,,2800668,,,,,38.413525,-106.511481,,,,,,
479,div_0479_intrabasin,cms,co,cms_co_owens_creek_ditch,intrabasin,131,,CDSS,,,7204721,,,,,39.245324,-107.585324,39.264271,-107.598971,,,,
480,div_0480_irrigation,cms,co,cms_co_owl_creek_ditch,irrigation,109,,CDSS,,,6800683,,,,,38.176095,-107.638845,,,,,,
481,div_0481_irrigation,cms,co,cms_co_oxford_no_1_ditch,irrigation,93,,CDSS,,,3800920,,,,,39.405452,-107.201915,,,,,,
482,div_0482_irrigation,cms,co,cms_co_palisades_ditch,irrigation,101;105,,CDSS,,,5900646,,,,,38.557078,-106.944697,,,,,,
483,div_0483_irrigation,cms,co,cms_co_palmer_ditch,irrigation,131,,CDSS,,,7200818,,,,,39.210477,-107.979539,,,,,,
484,div_0484_irrigation,cms,co,cms_co_palmer_mckinley_ditch,irrigation,75,,CDSS,,,3600765,,,,,39.807316,-106.168675,,,,,,
485,div_0485_irrigation,cms,co,cms_co_paonia_ditch,irrigation,107,,CDSS,,,4001189,,,,,38.87941,-107.589777,,,,,,
486,div_0486_irrigation,cms,co,cms_co_parachute_ditch,irrigation,98,,CDSS,,,3900635,,,,,39.476402,-108.100508,,,,,,
487,div_0487_irrigation,cms,co,cms_co_paradise_ditch,irrigation,93,,CDSS,,,3800924,,,,,39.25325,-106.838147,,,,,,
488,div_0488_intrabasin,cms,co,cms_co_park_creek_ditch_vega,intrabasin,1541,,CDSS,,,7200820,,,,,39.205255,-107.813623,39.217133,-107.810496,diverts water into Vega Reservoir,,,
489,div_0489_irrigation,cms,co,cms_co_park_ditch_1,irrigation,93,,CDSS,,,3800925,,,,,39.461655,-107.157079,,,,,,
490,div_0490_irrigation,cms,co,cms_co_park_ditch_2,irrigation,108,,CDSS,,,6800685,,,,,38.091458,-107.719891,,,,,,
491,div_0491_irrigation,cms,co,cms_co_park_view_ditch,irrigation,131,,CDSS,,,7200823,,,,,39.128561,-107.997826,,,,,,
492,div_0492_irrigation,cms,co,cms_co_parker_ditch,irrigation,131,,CDSS,,,7200821,,,,,39.133132,-107.998413,,,,,,
493,div_0493_irrigation,cms,co,cms_co_parkway_ditch,irrigation,116,,CDSS,,,6000730,,,,,38.273624,-108.458425,,,,,,
494,div_0494_irrigation,cms,co,cms_co_parlin_no_2_ditch,irrigation,102,,CDSS,,,2800670,,,,,38.501983,-106.728251,,,,,,
495,div_0495_irrigation,cms,co,cms_co_parlin_quartz_creek_d,irrigation,102,,CDSS,,,2800671,,,,,38.505633,-106.705483,,,,,,
496,div_0496_irrigation,cms,co,cms_co_pass_creek_ditch_1,irrigation,129,,CDSS,,,2800851,,,,,38.270742,-106.745937,,,,,,
497,div_0497_irrigation,cms,co,cms_co_pass_creek_ditch_2,irrigation,122,,CDSS,,,5000627,,,,,40.140651,-106.470477,,,,,,
498,div_0498_irrigation,cms,co,cms_co_pass_creek_ditch_3,irrigation,101,,CDSS,,,5900649,,,,,38.783074,-107.083289,,,,,,
499,div_0499_irrigation,cms,co,cms_co_paterson_d_jacob_ext,irrigation,93,,CDSS,,,3800930,,,,,39.402161,-107.161666,,,"Per CDSS comments, structure not usable in 1983, so diversions not simulated that year.",,,1983
500,div_0500_irrigation,cms,co,cms_co_paxton_ditch,irrigation,110;116,,CDSS,,,6000733,,,,,38.191271,-107.94897,,,,,,
501,div_0501_irrigation,cms,co,cms_co_perry_irrigating_ditch,irrigation,129,,CDSS,,,2800673,,,,,38.217718,-106.741116,,,,,,
502,div_0502_irrigation,cms,co,cms_co_peterson_ditch,irrigation,102,,CDSS,,,2801194,,,,,38.430128,-106.657778,,,,,,
503,div_0503_irrigation,cms,co,cms_co_peterson_ditch_no_1,irrigation,82,,CDSS,,,5100831,,,,,40.08245,-105.934402,,,,,,
504,div_0504_irrigation,cms,co,cms_co_pharo_bauer_ditch,irrigation,122,,CDSS,,,3600776,,,,,39.96344,-106.359062,,,"According to CDSS comments, water diverted under different structure from 1986-1995. No model diversions simulated during these years.",,,1986;1987;1988;1989;1990;1991;1992;1993;1994;1995
505,div_0505_irrigation,cms,co,cms_co_pharo_ditch,irrigation,122,,CDSS,,,3600775,,,,,39.952846,-106.358173,,,,,,
506,div_0506_irrigation,cms,co,cms_co_pickering_ditch,irrigation,122,,CDSS,,,5000628,,,,,40.227059,-106.313823,,,,,,
507,div_0507_irrigation,cms,co,cms_co_pierson_and_harris_ditch,irrigation,98,,CDSS,,,3900638,,,,,39.620794,-107.546736,,,,,,
508,div_0508_irrigation,cms,co,cms_co_piloni_ditch,irrigation,101,,CDSS,,,5900651,,,,,38.579221,-106.926537,,,,,,
509,div_0509_irrigation,cms,co,cms_co_pilot_rock_ditch,irrigation,107,,CDSS,,,4000586,,,,,38.740465,-107.528815,,,,,,
510,div_0510_irrigation,cms,co,cms_co_pine_arroya_ditch,irrigation,114,,CDSS,,,6900520,,,,,37.946494,-108.709856,,,,,,
511,div_0511_irrigation,cms,co,cms_co_pinion_ditch,irrigation,109;110,,CDSS,,,6800692,,,,,38.288701,-107.763766,,,,,,
512,div_0512_irrigation,cms,co,cms_co_pioneer_ditch_1,irrigation,102;105,,CDSS,,,2800674,,,,,38.532774,-106.918059,,,,,,
513,div_0513_irrigation,cms,co,cms_co_pioneer_ditch_2,irrigation,93,,CDSS,,,3800939,,,,,39.33181,-107.218872,,,,,,
514,div_0514_irrigation,cms,co,cms_co_pioneer_ditch_3,irrigation,101,,CDSS,,,5900720,,,,,38.638667,-106.943351,,,,,,
515,div_0515_irrigation,cms,co,cms_co_pioneer_of_plateau_ditch,irrigation,131,,CDSS,,,7200831,,,,,39.150852,-108.061052,,,,,,
516,div_0516_irrigation,cms,co,cms_co_pisel_canals_nos_1&2_d,irrigation,102,,CDSS,,,2800869,,,,,38.489495,-106.764435,,,,,,
517,div_0517_irrigation,cms,co,cms_co_pleasant_valley_ditch,irrigation,115,,CDSS,,,6000736,,,,,37.899648,-108.003395,,,,,,
518,div_0518_irrigation,cms,co,cms_co_pleasant_view_ditch,irrigation,122,,CDSS,,,5000632,,,,,40.140511,-106.282197,,,,,,
519,div_0519_irrigation,cms,co,cms_co_plunger_ditch,irrigation,75,,CDSS,,,3600780,,,,,39.758106,-106.131223,,,,,,
520,div_0520_irrigation,cms,co,cms_co_porter_ditch,irrigation,98,,CDSS,,,4500725,,,,,39.39193,-107.601806,,,,,,
521,div_0521_irrigation,cms,co,cms_co_power_ditch,irrigation,101,,CDSS,,,5900653,,,,,38.659921,-106.849585,,,,,,
522,div_0522_irrigation,cms,co,cms_co_pressler_polisic_ditch,irrigation,101,,CDSS,,,5900654,,,,,38.785005,-107.098749,,,,,,
523,div_0523_irrigation,cms,co,cms_co_pug_white_ditch,irrigation,111,,CDSS,,,4001313,,,,,38.522968,-108.348913,,,,,,
524,div_0524_irrigation,cms,co,cms_co_purdy_and_vickers_ditch,irrigation,110,,CDSS,,,4100517,,,,,38.708364,-108.058184,,,,,,
525,div_0525_irrigation,cms,co,cms_co_purrier_ditch,irrigation,101,,CDSS,,,5900655,,,,,38.65393,-106.955806,,,,,,
526,div_0526_irrigation,cms,co,cms_co_r_a_prosser_ditch,irrigation,102,,CDSS,,,2800880,,,,,38.44049,-106.641825,,,,,,
527,div_0527_irrigation,cms,co,cms_co_r_m_g_ditch,irrigation,131,,CDSS,,,7200852,,,,,39.14259,-107.930132,,,,,,
528,div_0528_municipal,cms,co,cms_co_rapid_creek_pumpng_plant,municipal,N/A,,CDSS,,,7201329,,,,,39.131872,-108.323883,,,,,,
529,div_0529_irrigation,cms,co,cms_co_rausis_no_2_ditch,irrigation,102,,CDSS,,,2800677,,,,,38.504666,-106.770631,,,,,,
530,div_0530_irrigation,cms,co,cms_co_ray_ditch,irrigation,114,,CDSS,,,6100527,,,,,38.382289,-108.994805,,,,,,
531,div_0531_irrigation,cms,co,cms_co_red_cross_ditch,irrigation,117,,CDSS,,,6300553,,,,,38.671384,-108.972058,,,,,,
532,div_0532_irrigation,cms,co,cms_co_red_mountain_ext_ditch,irrigation,93,,CDSS,,,3801790,,,,,39.204915,-106.799828,,,,,,
533,div_0533_irrigation,cms,co,cms_co_red_rock_bluff_ditch,irrigation,93,,CDSS,,,3800959,,,,,39.322635,-106.983582,,,,,,
534,div_0534_irrigation,cms,co,cms_co_red_rock_ditch,irrigation,98,,CDSS,,,3900701,,,,,39.606505,-107.550905,,,,,,
535,div_0535_irrigation,cms,co,cms_co_red_top_valley_ditch,irrigation,82,,CDSS,,,5100848,,,,,40.251876,-105.867825,,,,,,
536,div_0536_irrigation,cms,co,cms_co_redden_elsinore_ditch,irrigation,99,,CDSS,,,5900656,,,,,38.718054,-106.777277,,,,,,
537,div_0537_hydropower,cms,co,cms_co_redlands_power_canal,hydropower,1610,,CDSS,,,4200541,,,,,39.028538,-108.563785,39.086418,-108.622968,"use is both power and irrigation, exact fraction of diverted water applied as irrigation is unclear. Majority of diverted water appears to be returned to Colorado River, so listed as power",,,
538,div_0538_irrigation,cms,co,cms_co_reed_overman_ditch,irrigation,109,,CDSS,,,6800703,,,,,38.115164,-107.836755,,,,,,
539,div_0539_irrigation,cms,co,cms_co_reinecke_ditch_no_1,irrigation,102,,CDSS,,,2801068,,,,,38.565475,-106.577063,,,,,,
540,div_0540_irrigation,cms,co,cms_co_relief_ditch,irrigation,107,,CDSS,,,4000900,,,,,38.770547,-107.887851,,,,,,
541,div_0541_irrigation,cms,co,cms_co_reservation_ditch,irrigation,110,,CDSS,,,4100550,,,,,38.352835,-107.788436,,,,,,
542,div_0542_irrigation,cms,co,cms_co_reservoir_ditch,irrigation,98,,CDSS,,,7000580,,,,,39.367601,-108.255444,,,,,,
543,div_0543_irrigation,cms,co,cms_co_richard_ball_ditch,irrigation,100,,CDSS,,,5900658,,,,,38.750453,-106.862552,,,,,,
544,div_0544_irrigation,cms,co,cms_co_richardson_no1_ditch,irrigation,129,,CDSS,,,2800884,,,,,38.26885,-106.754373,,,,,,
545,div_0545_irrigation,cms,co,cms_co_ridgway_ditch,irrigation,109,,CDSS,,,6800710,,,,,38.056285,-107.7645,,,,,,
546,div_0546_irrigation,cms,co,cms_co_rifle_creek_canon_ditch,irrigation,98,,CDSS,,,3900645,,,,,39.616877,-107.764059,,,,,,
547,div_0547_municipal,cms,co,cms_co_rifle_town_of_pump_&_pl,municipal,98,,CDSS,,,3900967,,,,,39.532151,-107.756168,,,"listed in CO model as being linked to reservoir. However, documents on site webpage indicate that this structure diverts water for the city of Rifle's water supply",,,
548,div_0548_irrigation,cms,co,cms_co_rising_sun_ditch,irrigation,98,,CDSS,,,4500743,,,,,39.538425,-107.642396,,,,,,
549,div_0549_irrigation,cms,co,cms_co_roan_creek_no_2_ditch,irrigation,98,,CDSS,,,7000583,,,,,39.367693,-108.255367,,,,,,
550,div_0550_irrigation,cms,co,cms_co_roan_creek_no_3_ditch,irrigation,98,,CDSS,,,7000584,,,,,39.395428,-108.270437,,,,,,
551,div_0551_irrigation,cms,co,cms_co_robertson_ditch,irrigation,93,,CDSS,,,3800966,,,,,39.4454,-107.262853,,,,,,
552,div_0552_irrigation,cms,co,cms_co_robinson_ditch,irrigation,93,,CDSS,,,3800968,,,,,39.369832,-107.070733,,,,,,
553,div_0553_irrigation,cms,co,cms_co_rock_creek_ditch,irrigation,122,,CDSS,,,5100858,,,,,40.103951,-106.187651,,,,,,
554,div_0554_irrigation,cms,co,cms_co_rock_slide_spring_ditch,irrigation,102,,CDSS,,,2800888,,,,,38.506368,-106.533123,,,,,,
555,div_0555_irrigation,cms,co,cms_co_rockford_ditch,irrigation,93,,CDSS,,,3800970,,,,,39.368867,-107.202228,,,,,,
556,div_0556_irrigation,cms,co,cms_co_roderick_ditch,irrigation,98,,CDSS,,,4500749,,,,,39.485761,-107.449941,,,,,,
557,div_0557_irrigation,cms,co,cms_co_rogers_ditch,irrigation,127,,CDSS,,,5300780,,,,,39.898675,-106.992669,,,,,,
558,div_0558_irrigation,cms,co,cms_co_rogers_metroz_ditch,irrigation,102,,CDSS,,,2800679,,,,,38.566883,-106.588285,,,,,,
559,div_0559_irrigation,cms,co,cms_co_ross_bros_ditch,irrigation,110,,CDSS,,,4100554,,,,,38.533674,-107.96488,,,,,,
560,div_0560_irrigation,cms,co,cms_co_roswell_hotchkiss_ditch,irrigation,109;110,,CDSS,,,6800720,,,,,38.312191,-107.76985,,,,,,
561,div_0561_irrigation,cms,co,cms_co_rudolph_irg_ditch,irrigation,105,,CDSS,,,6200732,,,,,38.235054,-107.07328,,,,,,
562,div_0562_irrigation,cms,co,cms_co_ruffe_wade_ditch,irrigation,109,,CDSS,,,6800721,,,,,38.097907,-107.814025,,,,,,
563,div_0563_irrigation,cms,co,cms_co_s_davidson&co_fdr_d_no_1,irrigation,102,,CDSS,,,2800680,,,,,38.422935,-106.543809,,,,,,2002;2012
564,div_0564_irrigation,cms,co,cms_co_s_davidson&co_fdr_d_no_3,irrigation,102,,CDSS,,,2801581,,,,,38.434221,-106.595352,,,,,,
565,div_0565_irrigation,cms,co,cms_co_s_davidson_and_co_ditch,irrigation,102,,CDSS,,,2801572,,,,,38.425765,-106.542448,,,"start of record in CDSS is 1998, but water rights associated with this diversion are quite old. Assuming diversion was active throughout entire model period ",,,
566,div_0566_irrigation,cms,co,cms_co_salvation_ditch,irrigation,93,,CDSS,,,3800981,,,,,39.180608,-106.802576,,,,,,
567,div_0567_irrigation,cms,co,cms_co_salvation_ditch_vagn_ext,irrigation,93,,CDSS,,,3801661,,,,,39.252722,-106.83563,,,,,,
568,div_0568_irrigation,cms,co,cms_co_sammons_ditch_no_2,irrigation,105,,CDSS,,,6200734,,,,,38.274511,-107.093281,,,,,,
569,div_0569_irrigation,cms,co,cms_co_sammons_irg_d_no_4,irrigation,105,,CDSS,,,6200736,,,,,38.279729,-107.099284,,,,,,
570,div_0570_irrigation,cms,co,cms_co_sammons_irg_d_no_5,irrigation,105,,CDSS,,,6200737,,,,,38.267771,-107.086687,,,,,,
571,div_0571_irrigation,cms,co,cms_co_sammons_irg_d_no_6,irrigation,105,,CDSS,,,6200738,,,,,38.241477,-107.07291,,,,,,
572,div_0572_irrigation,cms,co,cms_co_saums_ditch,irrigation,75,,CDSS,,,3600796,,,,,39.813949,-106.203732,,,,,,
573,div_0573_irrigation,cms,co,cms_co_schupp_ditch,irrigation,100,,CDSS,,,5900667,,,,,38.704696,-106.850129,,,,,,
574,div_0574_irrigation,cms,co,cms_co_scybert_ditch,irrigation,82,,CDSS,,,5100876,,,,,40.087782,-105.966486,,,,,,
575,div_0575_irrigation,cms,co,cms_co_seepage_feeder_ditch_no1,irrigation,110,,CDSS,,,4100524,,,,,38.696651,-108.04305,,,,,,
576,div_0576_irrigation,cms,co,cms_co_selak_larrabee_ditch,irrigation,82,,CDSS,,,5100880,,,,,40.117503,-105.92689,,,,,,
577,div_0577_irrigation,cms,co,cms_co_selig_canal,irrigation,110;107,,CDSS,,,4100559,,,,,38.504053,-107.911359,,,,,,
578,div_0578_irrigation,cms,co,cms_co_settle_ditch,irrigation,106;107,,CDSS,,,4000778,,,,,38.906864,-107.920824,,,,,,
579,div_0579_irrigation,cms,co,cms_co_seventy_five_ditch,irrigation,105,,CDSS,,,5900668,,,,,38.532229,-106.949385,,,,,,
580,div_0580_irrigation,cms,co,cms_co_sharp_ditch,irrigation,102,,CDSS,,,2800683,,,,,38.415362,-106.763673,,,,,,
581,div_0581_irrigation,cms,co,cms_co_shavano_valley_ditch,irrigation,110,,CDSS,,,4100560,,,,,38.404357,-107.942216,,,,,,
582,div_0582_irrigation,cms,co,cms_co_shepherd_&_wilmot_ditch,irrigation,107,,CDSS,,,4001195,,,,,38.848463,-107.646353,,,,,,
583,div_0583_irrigation,cms,co,cms_co_sheriff_ditch_colorado_river,irrigation,122,,CDSS,,,5100883,,,,,40.095978,-106.038573,,,,,,
584,div_0584_irrigation,cms,co,cms_co_shippee_ditch,irrigation,93,,CDSS,,,3800989,,,,,39.343339,-107.075567,,,,,,
585,div_0585_irrigation,cms,co,cms_co_short_ditch,irrigation,107,,CDSS,,,4001196,,,,,38.845451,-107.648073,,,,,,
586,div_0586_irrigation,cms,co,cms_co_shortline_d_cow_creek,irrigation,109,,CDSS,,,6800729,,,,,38.215263,-107.694335,,,,,,
587,div_0587_irrigation,cms,co,cms_co_silka_ditch,irrigation,101,,CDSS,,,5900670,,,,,38.777359,-107.116021,,,,,,
588,div_0588_irrigation,cms,co,cms_co_silt_pump_canal,irrigation,98,,CDSS,,,3900663,,,,,39.542157,-107.618825,,,"listed in CO model as being linked to reservoir. However, this a main structure associated with the Silt Project (USBR), and literature indicates that it conveys water for irrigation",,,
589,div_0589_irrigation,cms,co,cms_co_silver_gauge_ditch,irrigation,131,,CDSS,,,7200870,,,,,39.186207,-107.95557,,,,,,
